SMILES,MW,logP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,pchembl_value
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NCC1CCCO1,416.151826248,2.9787800000000013,1,7,108.46,6,0.2537458379109732
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NCC1CCCO1,402.136176184,2.588680000000001,1,7,108.46,6,0.2347041885347492
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1NCC1CCCO1,464.151826248,3.5511800000000022,1,7,108.46,6,0.2615408997504226
N#Cc1nc(-c2ccc(F)cc2)oc1NCC1CCCO1,287.107004908,2.943280000000001,1,5,71.08,4,0.2073559943712244
N#Cc1nc(COc2ccccc2F)oc1NCCc1ccccc1,337.122654972,3.918980000000003,1,5,71.08,7,0.0880480196708893
N#Cc1nc(COc2ccc(F)cc2)oc1NCCc1ccccc1,337.122654972,3.918980000000002,1,5,71.08,7,0.0648435672535725
N#Cc1nc(COc2ccc(Cl)cc2)oc1NCCc1ccccc1,353.093104432,4.4332800000000026,1,5,71.08,7,0.0679537290060486
N#Cc1nc(COc2ccc(Br)cc2)oc1NCCc1ccccc1,397.042588852,4.542380000000002,1,5,71.08,7,0.0722052315973973
N#Cc1nc(/C=C/c2cccs2)oc1NCCc1ccccc1,321.0935831,4.432780000000003,1,5,61.85,6,0.1008933036088161
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1NCCc1ccccc1,333.127740352,4.510380000000003,1,4,61.85,6,0.0757579510484381
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1NCCc1ccccc1,385.142641468,5.039880000000004,1,6,84.22,8,0.0904392800927475
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1NCCc1ccccc1,419.103669116,5.693280000000004,1,6,84.22,8,0.1047073046043389
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NCCc1ccccc1,438.136176184,2.888780000000001,1,7,108.46,7,0.2055156579507526
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1NCCc1ccccc1,450.172561692,4.432580000000004,1,6,99.23,7,0.283533407793377
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NCCc1ccccc1,436.156911628,4.042480000000003,1,6,99.23,7,0.2694849679117678
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NCCc1ccccc1,422.141261564,3.652380000000002,1,6,99.23,7,0.2472806705064731
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1NCCc1ccccc1,484.156911628,4.614880000000004,1,6,99.23,7,0.257947971801681
N#Cc1nc(-c2ccc(Cl)cc2)oc1NCCc1ccccc1,323.082539748,4.521280000000003,1,4,61.85,5,0.1736540741937163
N#Cc1nc(Cc2cccc3ccccc23)oc1NCCN1CCOCC1,362.174275944,3.0343800000000014,1,6,74.32000000000001,6,0.1244604251770088
N#Cc1nc(COc2ccccc2Cl)oc1NCCN1CCOCC1,362.1145681480001,2.522780000000001,1,7,83.55000000000001,7,0.1825422460600652
N#Cc1nc(/C=C/c2cccs2)oc1NCCN1CCOCC1,330.115046816,2.5222800000000003,1,7,74.32000000000001,6,0.1102382561181992
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1NCCN1CCOCC1,342.149204068,2.5998800000000006,1,6,74.32000000000001,6,0.0926478197597403
N#Cc1nc(-c2ccccc2)oc1NCCN1CCOCC1,298.142975816,1.95738,1,6,74.32000000000001,5,0.2025081265862261
N#Cc1nc(-c2cccc3ccccc23)oc1NCCN1CCOCC1,348.15862588,3.110580000000001,1,6,74.32000000000001,5,0.1826203713450341
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1NCCN1CCOCC1,428.125132832,3.7827800000000025,1,8,96.69,8,0.1710638625023181
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NCCN1CCOCC1,447.1576399,0.9782799999999998,1,9,120.93,7,0.1900648665484356
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1NCCN1CCOCC1,459.194025408,2.52208,1,8,111.7,7,0.2707316544038476
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NCCN1CCOCC1,445.178375344,2.1319799999999995,1,8,111.7,7,0.2578659402524636
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NCCN1CCOCC1,431.16272528,1.7418799999999997,1,8,111.7,7,0.2392660200537673
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1NCCN1CCOCC1,493.178375344,2.7043800000000005,1,8,111.7,7,0.2702291457728063
N#Cc1nc(Cc2cccc3ccccc23)oc1NCCN1CCCCC1,360.195011388,4.188080000000004,1,5,65.09,6,0.1624808519292216
N#Cc1nc(-c2cccc3ccccc23)oc1NCCN1CCCCC1,346.179361324,4.264280000000004,1,5,65.09,5,0.2266587234727035
N#Cc1nc(Cc2cccc3ccccc23)oc1NCCCn1ccnc1,357.158960228,3.9889800000000015,1,6,79.67,7,0.093113746000376
N#Cc1nc(COc2ccc(F)cc2)oc1NCCCn1ccnc1,341.128802972,2.963080000000001,1,7,88.9,8,0.1088014731751629
N#Cc1nc(COc2ccc(Cl)cc2)oc1NCCCn1ccnc1,357.099252432,3.477380000000002,1,7,88.9,8,0.1127118162964053
N#Cc1nc(COc2ccc(Br)cc2)oc1NCCCn1ccnc1,401.048736852,3.5864800000000017,1,7,88.9,8,0.1163991173056455
N#Cc1nc(/C=C/c2cccs2)oc1NCCCn1ccnc1,325.09973110000004,3.4768800000000013,1,7,79.67,7,0.1144693962117524
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1NCCCn1ccnc1,337.133888352,3.5544800000000016,1,6,79.67,7,0.0953178881326336
N#Cc1nc(-c2cccc3ccccc23)oc1NCCCn1ccnc1,343.143310164,4.0651800000000025,1,6,79.67,6,0.153513067688863
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1NCCCn1ccnc1,389.148789468,4.083980000000002,1,8,102.04,9,0.11708515396846
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1NCCCn1ccnc1,423.109817116,4.737380000000004,1,8,102.04,9,0.1486616521342958
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NCCCn1ccnc1,442.142324184,1.93288,1,9,126.28,8,0.2259390254872423
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1NCCCn1ccnc1,454.178709692,3.4766800000000027,1,8,117.04999999999998,8,0.304807613324604
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NCCCn1ccnc1,440.163059628,3.086580000000001,1,8,117.04999999999998,8,0.2938065959710428
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NCCCn1ccnc1,426.147409564,2.696480000000001,1,8,117.04999999999998,8,0.2754514373508939
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1NCCCn1ccnc1,488.163059628,3.6589800000000015,1,8,117.04999999999998,8,0.2881809195407948
N#Cc1nc(/C=C/c2cccs2)oc1NCCCN1CCOCC1,344.13069688,2.9123800000000006,1,7,74.32000000000001,7,0.074671356330399
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1NCCCN1CCOCC1,356.164854132,2.989980000000001,1,6,74.32000000000001,7,0.0577508323407257
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1NCCCN1CCOCC1,442.140782896,4.172880000000004,1,8,96.69,9,0.1225899964475884
N#Cc1nc(-c2ccccc2F)oc1NCCCN1CCOCC1,330.149204068,2.486580000000001,1,6,74.32000000000001,6,0.1359085146065804
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NCCCN1CCOCC1,461.17328996399993,1.3683799999999997,1,9,120.93,8,0.137486847182179
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1NCCCN1CCOCC1,473.209675472,2.912180000000001,1,8,111.7,8,0.2089438974270075
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NCCCN1CCOCC1,459.194025408,2.52208,1,8,111.7,8,0.1973317661431305
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NCCCN1CCOCC1,445.178375344,2.1319799999999995,1,8,111.7,8,0.182107973571871
N#Cc1nc(/C=C/c2cccs2)oc1NC1CCCCC1,299.109233164,4.522780000000003,1,5,61.85,4,0.1450348968931484
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1NC1CCCCC1,311.143390416,4.600380000000003,1,4,61.85,4,0.1141014266506522
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1NC1CCCCC1,363.158291532,5.129880000000004,1,6,84.22000000000001,6,0.1661223081077445
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1NC1CCCCC1,397.11931918,5.783280000000004,1,6,84.22000000000001,6,0.1918667298510071
N#Cc1nc(-c2ccc(COc3ccc(Br)cc3)o2)oc1NC1CCCCC1,441.0688036,5.892380000000004,1,6,84.22000000000001,6,0.1921675148536535
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NC1CCCCC1,416.151826248,2.9787800000000013,1,7,108.46,5,0.2729661809518297
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1NC1CCCCC1,428.188211756,4.522580000000004,1,6,99.23,5,0.3542828399956853
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NC1CCCCC1,414.172561692,4.132480000000004,1,6,99.23,5,0.3470899390138708
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NC1CCCCC1,400.156911628,3.7423800000000025,1,6,99.23,5,0.3290105902670301
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1NC1CCCCC1,462.172561692,4.704880000000004,1,6,99.23,5,0.3528912964256854
N#Cc1nc(-c2ccc(F)cc2)oc1NC1CCCCC1,285.127740352,4.096980000000002,1,4,61.85,3,0.3050651585578708
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1NC1CC1,269.096440224,3.430080000000002,1,4,61.85,4,0.0989522275278894
N#Cc1nc(-c2ccc(COc3ccc4ccccc4c3)o2)oc1NC1CC1,371.126991404,5.112780000000003,1,6,84.22000000000001,6,0.1516530379606642
N#Cc1nc(-c2ccc(COc3ccccc3Cl)o2)oc1NC1CC1,355.072368988,4.612980000000003,1,6,84.22000000000001,6,0.1499321466563684
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1NC1CC1,355.072368988,4.612980000000003,1,6,84.22000000000001,6,0.1627606158660688
N#Cc1nc(-c2ccc(COc3ccc(Br)cc3)o2)oc1NC1CC1,399.021853408,4.722080000000003,1,6,84.22000000000001,6,0.1654500057744289
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1NC1CC1,374.104876056,1.80848,1,7,108.46,5,0.2618495158701789
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1NC1CC1,386.141261564,3.352280000000002,1,6,99.23,5,0.3589540469136598
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1NC1CC1,372.1256115,2.962180000000001,1,6,99.23,5,0.3481168642841449
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1NC1CC1,358.109961436,2.5720800000000006,1,6,99.23,5,0.3247715553239795
N#Cc1c(NC(=O)c2cccnc2Cl)sc2c1CCCCC2,331.054610748,4.189380000000002,1,4,65.78,2,0.0685060763640884
N#Cc1c(NC(=O)c2ccc(S(=O)(=O)N(CCCl)CCCl)cc2)sc2c1CCCC2,485.040138892,4.219180000000003,1,5,90.27,8,0.0950861359276776
N#Cc1c(NC(=O)c2cc([N+](=O)[O-])ccc2Cl)sc2c1CCCC2,361.028789924,4.312480000000002,1,5,96.03,3,0.1061967304994223
N#Cc1c(NC(=S)NC(NC(=O)/C=C/c2ccccc2)C(Cl)(Cl)Cl)sc2c1CCCC2,512.006586268,5.310880000000004,3,4,76.94999999999999,5,0.2216175606675527
N#Cc1c(NC(=O)CCl)sc2c1CCN(Cc1ccccc1)C2,345.070260812,3.355380000000002,1,4,56.13,4,0.1100206525032607
CCc1c(C)sc(NC(=O)C#Cc2ccccc2)c1C(N)=O,312.093248752,2.708020000000001,2,3,72.19,3,0.0837334857483366
N#Cc1c(NC(=O)/C=C/c2ccccc2)sc2c1CCCC2,308.098334132,4.150480000000003,1,3,52.89,3,0.0008723957757402
N#Cc1c(NC(=O)/C=C/c2cccc([N+](=O)[O-])c2)sc2c1CCCC2,353.08341234000005,4.0586800000000025,1,5,96.03,4,0.0473011426270047
N#Cc1c(NC(=O)/C=C/C(=O)O)sc2c1CCC2,262.04121318,1.6877800000000005,2,4,90.19,3,-0.0082475814058874
N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCOCC1,319.132076784,3.1268800000000017,0,5,62.290000000000006,3,0.1008706148788781
N#Cc1nc(COc2ccc(Cl)cc2)oc1N1CCOCC1,319.072368988,2.6152800000000003,0,6,71.52000000000001,4,0.1317857939261716
N#Cc1nc(/C=C/c2cccs2)oc1N1CCOCC1,287.072847656,2.6147800000000005,0,6,62.290000000000006,3,0.1196276301016462
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1N1CCOCC1,299.107004908,2.692380000000001,0,5,62.290000000000006,3,0.1027079346330099
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccco3)C2=O)oc1N1CCOCC1,402.045646928,2.37728,0,9,95.74,4,0.158024736507913
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)oc1N1CCOCC1,412.066382372,2.7842800000000008,0,8,82.60000000000001,4,0.1534303324278674
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccc4c(c3)OCO4)C2=O)oc1N1CCOCC1,456.0562116119999,2.5129800000000007,0,10,101.06000000000002,4,0.1558054897998259
N#Cc1nc(/C=C2/SC(=S)N(CC3CCCO3)C2=O)oc1N1CCOCC1,406.076947056,1.76308,0,9,91.83,4,0.1836183674224307
N#Cc1nc(/C=C2/SC(=S)N(CCc3ccccc3)C2=O)oc1N1CCOCC1,426.082032436,2.826780000000001,0,8,82.60000000000001,5,0.1535188992023162
N#Cc1nc(-c2ccccc2)oc1N1CCOCC1,255.100776656,2.04988,0,5,62.290000000000006,2,0.1714226545996232
N#Cc1nc(-c2cccc3ccccc23)oc1N1CCOCC1,305.11642672,3.2030800000000017,0,5,62.290000000000006,2,0.1529925971466209
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1N1CCOCC1,351.12190602400005,3.2218800000000014,0,7,84.66000000000001,5,0.1296618058932172
N#Cc1nc(-c2ccc(COc3ccccc3Cl)o2)oc1N1CCOCC1,385.082933672,3.8752800000000023,0,7,84.66000000000001,5,0.1519824494273474
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1N1CCOCC1,385.082933672,3.875280000000004,0,7,84.66000000000001,5,0.1624205717127432
N#Cc1nc(-c2ccc(COc3ccc(Br)cc3)o2)oc1N1CCOCC1,429.032418092,3.9843800000000034,0,7,84.66000000000001,5,0.1649347506658944
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1N1CCOCC1,404.11544074,1.07078,0,8,108.9,4,0.2084151098082011
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1N1CCOCC1,416.151826248,2.614580000000001,0,7,99.67,4,0.2962049253768774
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1N1CCOCC1,402.136176184,2.22448,0,7,99.67,4,0.2833786001645242
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1N1CCOCC1,388.12052612,1.83438,0,7,99.67,4,0.2629161543843927
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1N1CCOCC1,450.136176184,2.7968800000000007,0,7,99.67,4,0.2876931772392141
N#Cc1nc(/C=C/c2cccs2)oc1N1CCNCC1,286.088832068,2.18778,1,6,65.09,3,0.1670399164004172
N#Cc1nc(/C=C/c2ccccc2)oc1N1CCNCC1,280.132411132,2.1262800000000004,1,5,65.09,3,0.1721076396780445
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1N1CCNCC1,298.12298932000004,2.2653800000000004,1,5,65.09,3,0.1474893692213084
N#Cc1nc(/C=C/c2ccc(Cl)cc2)oc1N1CCNCC1,314.09343878,2.779680000000001,1,5,65.09,3,0.15359086368983
N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCN(Cc2ccccc2)CC1,408.195011388,4.612480000000004,0,5,56.3,5,0.1169306666612422
N#Cc1nc(/C=C/c2cccs2)oc1N1CCN(Cc2ccccc2)CC1,376.13578226,4.100380000000003,0,6,56.3,5,0.1302557492561432
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1N1CCN(Cc2ccccc2)CC1,388.169939512,4.177980000000003,0,5,56.3,5,0.1078330383034859
N#Cc1nc(/C=C2\SC(=S)N(Cc3ccco3)C2=O)oc1N1CCN(Cc2ccccc2)CC1,491.108581532,3.862880000000003,0,9,89.75000000000001,6,0.1903710050716291
N#Cc1nc(-c2ccccc2)oc1N1CCN(Cc2ccccc2)CC1,344.16371126,3.5354800000000024,0,5,56.3,4,0.1702670801942166
N#Cc1nc(-c2cccc3ccccc23)oc1N1CCN(Cc2ccccc2)CC1,394.179361324,4.688680000000004,0,5,56.3,4,0.162564723751127
N#Cc1nc(-c2ccc(COc3ccc4ccccc4c3)o2)oc1N1CCN(Cc2ccccc2)CC1,490.200490692,5.860680000000006,0,7,78.67,7,0.1547349237772345
N#Cc1nc(-c2ccc(COc3ccccc3Cl)o2)oc1N1CCN(Cc2ccccc2)CC1,474.145868276,5.360880000000004,0,7,78.67,7,0.1534471365340294
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1N1CCN(Cc2ccccc2)CC1,474.145868276,5.360880000000004,0,7,78.67,7,0.1604255780320203
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1N1CCN(Cc2ccccc2)CC1,493.178375344,2.5563800000000008,0,8,102.91,6,0.2379499834298178
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1N1CCN(Cc2ccccc2)CC1,491.199110788,3.710080000000003,0,7,93.68,6,0.2942531356160661
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1N1CCN(Cc2ccccc2)CC1,477.183460724,3.319980000000002,0,7,93.68,6,0.2748178564262382
N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCN(Cc2ccc3c(c2)OCO3)CC1,452.184840628,4.341180000000004,0,7,74.76,5,0.1652829631868802
N#Cc1nc(-c2cccc3ccccc23)oc1N1CCN(Cc2ccc3c(c2)OCO3)CC1,438.169190564,4.417380000000003,0,7,74.76,4,0.2143416270069345
N#Cc1nc(COc2cccc(Cl)c2)oc1N1CCCCCC1,331.108754496,4.159080000000003,0,5,62.290000000000006,4,0.1904957718421587
N#Cc1nc(/C=C/c2cccs2)oc1N1CCCCCC1,299.109233164,4.158580000000003,0,5,53.06,3,0.1586441728258254
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1N1CCCCCC1,311.143390416,4.236180000000003,0,4,53.06,3,0.1386500694740816
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccco3)C2=O)oc1N1CCCCCC1,414.082032436,3.9210800000000026,0,8,86.51,4,0.1952473506117603
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccccc3)C2=O)oc1N1CCCCCC1,424.10276788,4.328080000000004,0,7,73.37,4,0.1879231078014427
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccc(F)cc3)C2=O)oc1N1CCCCCC1,442.093346068,4.467180000000004,0,7,73.37,4,0.1979739549233684
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccc4c(c3)OCO4)C2=O)oc1N1CCCCCC1,468.0925971199999,4.0567800000000025,0,9,91.83,4,0.1938397464801188
N#Cc1nc(/C=C2/SC(=S)N(CCc3ccccc3)C2=O)oc1N1CCCCCC1,438.118417944,4.370580000000004,0,7,73.37,5,0.1870602774957971
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1N1CCCCCC1,363.158291532,4.765680000000004,0,6,75.43,5,0.1807754780588584
N#Cc1nc(-c2ccc(COc3ccc4ccccc4c3)o2)oc1N1CCCCCC1,413.173941596,5.918880000000004,0,6,75.43,5,0.1970941346254308
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1N1CCCCCC1,397.11931918,5.419080000000005,0,6,75.43,5,0.2108772140897602
N#Cc1nc(-c2ccc(COc3ccc(Br)cc3)o2)oc1N1CCCCCC1,441.0688036,5.528180000000004,0,6,75.43,5,0.2115304869943849
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1N1CCCCCC1,416.151826248,2.614580000000001,0,7,99.67,4,0.2580049830777856
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1N1CCCCCC1,428.188211756,4.158380000000004,0,6,90.44,4,0.3418672769912811
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1N1CCCCCC1,414.172561692,3.7682800000000034,0,6,90.44,4,0.3331669085376981
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1N1CCCCCC1,400.156911628,3.378180000000002,0,6,90.44,4,0.3140869055418002
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1N1CCCCCC1,462.172561692,4.340680000000004,0,6,90.44,4,0.3383338578315779
N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCCCC1,317.152812228,4.280580000000003,0,4,53.06,3,0.1484125434758198
N#Cc1nc(COc2ccccc2)oc1N1CCCCC1,283.132076784,3.1155800000000013,0,5,62.290000000000006,4,0.1419586620149334
N#Cc1nc(COc2ccccc2F)oc1N1CCCCC1,301.122654972,3.2546800000000022,0,5,62.290000000000006,4,0.1954398117998434
N#Cc1nc(COc2ccccc2Cl)oc1N1CCCCC1,317.093104432,3.768980000000002,0,5,62.290000000000006,4,0.2057824576577827
N#Cc1nc(/C=C/c2cccs2)oc1N1CCCCC1,285.0935831,3.768480000000003,0,5,53.06,3,0.1531469888552576
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccc(F)cc3)C2=O)oc1N1CCCCC1,428.077696004,4.077080000000003,0,7,73.37,4,0.1979402617345279
N#Cc1nc(/C=C2/SC(=S)N(CCc3ccccc3)C2=O)oc1N1CCCCC1,424.10276788,3.980480000000004,0,7,73.37,5,0.1852482913656831
N#Cc1nc(/C=C2\SC(=S)N(Cc3ccccc3)C2=O)oc1N1CCCCC1,410.087117816,3.937980000000002,0,7,73.37,4,0.2126814301796356
N#Cc1nc(-c2cccc3ccccc23)oc1N1CCCCC1,303.137162164,4.356780000000002,0,4,53.06,2,0.2090912679509584
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1N1CCCCC1,349.142641468,4.375580000000004,0,6,75.43,5,0.1756880933396978
N#Cc1nc(-c2ccc(COc3ccc4ccccc4c3)o2)oc1N1CCCCC1,399.158291532,5.528780000000004,0,6,75.43,5,0.1931590102275285
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1N1CCCCC1,383.103669116,5.028980000000004,0,6,75.43,5,0.2095815080974124
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1N1CCCCC1,402.136176184,2.22448,0,7,99.67,4,0.260306996913062
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1N1CCCCC1,414.172561692,3.7682800000000034,0,6,90.44,4,0.349118179756722
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1N1CCCCC1,400.156911628,3.378180000000002,0,6,90.44,4,0.3394500934208211
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1N1CCCCC1,386.141261564,2.988080000000002,0,6,90.44,4,0.3197984533976103
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1N1CCCCC1,448.156911628,3.950580000000003,0,6,90.44,4,0.3420928524656852
N#Cc1nc(-c2ccc(F)cc2)oc1N1CCCCC1,271.112090288,3.342680000000001,0,4,53.06,2,0.2930868302699199
N#Cc1nc(Cc2cccc3ccccc23)oc1N1CCCC1,303.137162164,3.890480000000003,0,4,53.06,3,0.1205856978382953
N#Cc1nc(/C=C/c2cccs2)oc1N1CCCC1,271.077933036,3.3783800000000017,0,5,53.06,3,0.1422024702631851
N#Cc1nc(/C=C/c2ccc(F)cc2)oc1N1CCCC1,283.112090288,3.455980000000002,0,4,53.06,3,0.1193284596528156
N#Cc1nc(-c2ccc(COc3ccc4ccccc4c3)o2)oc1N1CCCC1,385.142641468,5.138680000000004,0,6,75.43,5,0.1710727637924342
N#Cc1nc(-c2ccc(COc3ccccc3Cl)o2)oc1N1CCCC1,369.088019052,4.638880000000003,0,6,75.43,5,0.1726240738357471
N#Cc1nc(-c2ccc(COc3ccc(Cl)cc3)o2)oc1N1CCCC1,369.088019052,4.638880000000004,0,6,75.43,5,0.1850135118723225
N#Cc1nc(-c2ccc(COc3ccc(Br)cc3)o2)oc1N1CCCC1,413.037503472,4.747980000000004,0,6,75.43,5,0.1876625379352874
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCOCC3)cc2)oc1N1CCCC1,388.12052612,1.83438,0,7,99.67,4,0.2452241724163291
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCCC3)cc2)oc1N1CCCC1,400.156911628,3.378180000000002,0,6,90.44,4,0.3363090958148759
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCCC3)cc2)oc1N1CCCC1,386.141261564,2.988080000000002,0,6,90.44,4,0.3256317221469322
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCCC3)cc2)oc1N1CCCC1,372.1256115,2.5979800000000006,0,6,90.44,4,0.304784850240214
N#Cc1nc(-c2ccc(S(=O)(=O)N3CCc4ccccc4C3)cc2)oc1N1CCCC1,434.141261564,3.5604800000000028,0,6,90.44,4,0.3258677656659776
N#Cc1nc(COc2ccccc2Cl)oc1N1CCC(Cc2ccccc2)CC1,407.140054624,5.237780000000004,0,5,62.290000000000006,6,0.1353803961778423
N#Cc1nc(COc2ccc(F)cc2)oc1N1CCC(Cc2ccccc2)CC1,391.169605164,4.723480000000005,0,5,62.290000000000006,6,0.1030819587709195
N#Cc1nc(COc2ccc(Cl)cc2)oc1N1CCC(Cc2ccccc2)CC1,407.140054624,5.237780000000004,0,5,62.290000000000006,6,0.1078840879458463
N#Cc1nc(COc2ccc(Br)cc2)oc1N1CCC(Cc2ccccc2)CC1,451.089539044,5.346880000000005,0,5,62.290000000000006,6,0.1104998350804893
N#Cc1nc(/C=C/c2cccs2)oc1N1CCC(Cc2ccccc2)CC1,375.140533292,5.237280000000005,0,5,53.06,5,0.1219638894731212
N#Cc1nc(/C=C2/SC(=S)N(Cc3ccco3)C2=O)oc1N1CCC(Cc2ccccc2)CC1,490.113332564,4.999780000000004,0,8,86.51,6,0.1378675313545787
N#Cc1nc(-c2ccc(COc3ccccc3)o2)oc1N1CCC(Cc2ccccc2)CC1,439.18959166,5.8443800000000055,0,6,75.43,7,0.1192024607227951
