SMILES,MW,logP,H-bond donor,H-bond acceptor,TPSA,Rotatable bonds,Smiles,Ring counts,Heavy atoms counts,Fraction CSP3,Balaban J Index
CC(=O)N1N=C(c2ccc(Br)cc2)OC1c1cc2ccccc2nc1Cl,428.9879664360001,4.889800000000003,0.0,4.0,54.79,2.0,,,,,
CC(=O)Oc1ccc(C2=NN(C(C)=O)C(c3cc([N+](=O)[O-])ccc3Cl)O2)cc1OC(C)=O,461.0625921519999,3.337900000000002,0.0,9.0,137.64,5.0,,,,,
CC(=O)N1N=C(c2cc([N+](=O)[O-])ccc2Cl)OC1c1cccc(Br)c1,422.96214561200003,4.249800000000002,0.0,5.0,85.03999999999999,3.0,,,,,
CC(=O)N1N=C(c2cc([N+](=O)[O-])ccc2Cl)OC1c1cccc(Cl)c1,379.012661192,4.1407000000000025,0.0,5.0,85.03999999999999,3.0,,,,,
CC(=O)N1N=C(c2cc([N+](=O)[O-])ccc2Cl)OC1c1ccccc1C,359.06728360799997,3.795720000000003,0.0,5.0,85.03999999999999,3.0,,,,,
CC(=O)Oc1ccc(C2OC(c3cc([N+](=O)[O-])ccc3Cl)=NN2C(C)=O)cc1,403.057112848,3.412600000000002,0.0,7.0,111.34,4.0,,,,,
CC(=O)N1N=C(c2cc([N+](=O)[O-])ccc2Cl)OC1c1ccc(Br)cc1,422.96214561200003,4.249800000000002,0.0,5.0,85.03999999999999,3.0,,,,,
Cc1nc2ccccc2c(=O)n1Cc1noc(/C=C/c2ccccc2)n1,344.127325752,3.3066200000000023,0.0,6.0,73.81,4.0,,,,,
Cc1nc2ccccc2c(=O)n1Cc1noc(/C=C/c2ccccc2Cl)n1,378.0883534,3.9600200000000028,0.0,6.0,73.81,4.0,,,,,
CC(=O)N1CCN(CCBr)CC1,234.0367752,0.5453999999999997,0.0,2.0,23.55,2.0,,,,,
COc1cc(C)n(CCCl)c(=O)n1,202.050905272,0.7991199999999996,0.0,4.0,44.120000000000005,3.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3nnc(-c4ccccc4)s3)C(=N)N12,418.06705106799996,4.162770000000003,1.0,7.0,87.22999999999999,3.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccccc3)C(=N)N12,334.088832068,3.6442700000000015,1.0,4.0,61.45,2.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3cccc([N+](=O)[O-])c3)C(=N)N12,379.07391027599994,3.5524700000000013,1.0,6.0,104.59,3.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccccc3F)C(=N)N12,352.079410256,3.7833700000000023,1.0,4.0,61.45,2.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccc([N+](=O)[O-])cc3Cl)C(=N)N12,413.0349379239999,4.205870000000002,1.0,6.0,104.59,3.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccc([N+](=O)[O-])cc3)C(=N)N12,379.073910276,3.5524700000000013,1.0,6.0,104.59,3.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccc(Br)cc3)C(=N)N12,411.999344136,4.406770000000002,1.0,4.0,61.45,2.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccc(Cl)c([N+](=O)[O-])c3)C(=N)N12,413.0349379239999,4.205870000000002,1.0,6.0,104.59,3.0,,,,,
COc1ccc(-n2cccc2/C=C2/C(=N)N3C(C)=CSC3=NC2=O)cc1Cl,398.0604244,4.306270000000002,1.0,5.0,70.68,3.0,,,,,
CC1=CSC2=NC(=O)/C(=C\c3cccn3-c3ccc(Cl)c(Cl)c3)C(=N)N12,402.010887364,4.951070000000001,1.0,4.0,61.45,2.0,,,,,
COc1ccc(Cl)cc1-n1cccc1/C=C1/C(=N)N2C(C)=CSC2=NC1=O,398.0604244,4.306270000000002,1.0,5.0,70.68,3.0,,,,,
Cc1ccc(OCc2cc(=O)n3c(C)csc3n2)c(NC(=O)/C=C/c2ccccc2)c1,431.130362532,4.603740000000004,1.0,6.0,72.69999999999999,6.0,,,,,
CC(=O)N/C(=C\c1ccc(F)cc1)C(=O)OCc1ccccc1,313.111421592,3.046100000000002,1.0,3.0,55.4,5.0,,,,,
C#CCOC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,261.080121464,1.4790999999999999,1.0,3.0,55.400000000000006,4.0,,,,,
COC(=O)/C(=C/c1c[nH]c2ccccc12)NC(C)=O,258.100442308,1.8178999999999998,2.0,3.0,71.19,3.0,,,,,
COC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O,237.080121464,1.4756999999999998,1.0,3.0,55.400000000000006,3.0,,,,,
CC(=O)N/C(=C\c1cccnc1)C(=O)O,206.06914218,0.6431999999999998,2.0,3.0,79.29,3.0,,,,,
CC(=O)N/C(=C\c1cccs1)C(=O)O,211.030314148,1.3097,2.0,3.0,66.4,3.0,,,,,
CC(=O)N/C(=C\c1ccc(F)cc1)C(=O)O,223.0644714,1.3873,2.0,2.0,66.4,3.0,,,,,
CC(=O)N/C(=C/c1ccccc1)C(=O)O,205.073893212,1.2481999999999998,2.0,2.0,66.4,3.0,,,,,
CC(=O)N/C(=C/c1cccc([N+](=O)[O-])c1)C(=O)O,250.05897142,1.1563999999999999,2.0,4.0,109.54,4.0,,,,,
CC(=O)N/C(=C/c1ccccc1)C(=O)Nc1cccc(C(N)=O)c1,323.126991404,1.9011999999999991,3.0,3.0,101.28999999999999,5.0,,,,,
CC(=O)N/C(=C\c1ccc(OC(C)=O)cc1)C(=O)Nc1ccc(Cc2cccc(NC(=O)/C(=C/c3ccc(OC(C)=O)cc3)NC(C)=O)c2)cc1,688.2533141119999,5.359400000000007,4.0,8.0,168.99999999999997,12.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1ccc(C)c(F)c1,312.127406004,3.2498200000000015,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1cc(C)cc(C)c1,308.15247788,3.4191400000000023,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C/c1ccccc1)C(=O)Nc1ccc(C)c(C)c1,308.15247788,3.4191400000000023,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1cccc(C#N)c1,305.11642672,2.673980000000001,2.0,3.0,81.98999999999998,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1ccccc1C,294.136827816,3.1107200000000024,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1cc(C)ccc1C,308.15247788,3.4191400000000023,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccc([N+](=O)[O-])cc1)C(=O)Nc1ccc(C)cc1Br,417.032418092,3.7814200000000024,2.0,4.0,101.33999999999997,5.0,,,,,
CC(=O)N/C(=C/c1ccc2c(c1)OCO2)C(=O)Nc1ccc([N+](=O)[O-])cc1,369.0960852,2.4392000000000005,2.0,6.0,119.80000000000001,5.0,,,,,
COc1ccc(NC(=O)/C(=C/c2ccc3c(c2)OCO3)NC(C)=O)cc1,354.121571676,2.5396,2.0,5.0,85.89,5.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1ccc(I)cc1,406.01782572,3.406900000000002,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1ccc(Cl)cc1,314.0822054,3.455700000000002,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)Nc1ccc(Cl)c(Cl)c1,348.043233048,4.1091000000000015,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccc(F)cc1)C(=O)NC(Cc1ccccc1)C(=O)O,370.132885308,2.1148,3.0,3.0,95.5,7.0,,,,,
CC(=O)N/C(=C/c1ccc2c(c1)OCO2)C(=O)NC(Cc1ccccc1)C(=O)O,396.13213635999995,1.7043999999999992,3.0,5.0,113.96,7.0,,,,,
CC(=O)N/C(=C/c1ccccc1)C(=O)NC(C=O)Cc1c[nH]c2ccccc12,375.158291532,2.5713,3.0,3.0,91.06,7.0,,,,,
CC(=O)N/C(=C\c1c[nH]c2ccccc12)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,430.16410518399994,2.938300000000001,5.0,3.0,127.08,7.0,,,,,
CC(=O)N/C(=C/c1ccccc1)C(=O)NC(Cc1c[nH]c2ccccc12)C(=O)O,391.15320615200005,2.457,4.0,3.0,111.29,7.0,,,,,
CSCCC(NC(=O)/C(=C/c1ccccc1)NC(C)=O)C(=O)O,336.11437811999997,1.4860999999999995,3.0,4.0,95.5,8.0,,,,,
CSCCC(NC(=O)/C(=C/c1ccc(F)cc1)NC(C)=O)C(=O)O,354.104956308,1.6252,3.0,4.0,95.5,8.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NC(CCC(=O)O)C(=O)O,334.116486296,0.5978000000000008,4.0,4.0,132.8,8.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NCc1cccs1,300.093248752,2.541500000000001,2.0,3.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C/c1ccc2c(c1)OCO2)C(=O)NCc1ccccc1,338.126657056,2.2086999999999994,2.0,4.0,76.66,5.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NCc1ccc(C)cc1,308.15247788,2.7884200000000012,2.0,2.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C/c1ccccc1Br)C(=O)NCc1ccc(C)cc1,386.06298994800005,3.5509200000000023,2.0,2.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NCc1ccccc1Cl,328.097855464,3.1334000000000017,2.0,2.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NCc1ccc(F)cc1,312.127406004,2.6191000000000004,2.0,2.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C/c1ccccc1Br)C(=O)NCc1ccc(F)cc1,390.037918072,3.3816000000000015,2.0,2.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NCc1ccc(Cl)c(Cl)c1,362.058883112,3.786800000000002,2.0,2.0,58.199999999999996,5.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NCCc1ccccc1,308.15247788,2.5225,2.0,2.0,58.2,6.0,,,,,
COc1ccc(CCNC(=O)/C(=C/c2ccccc2)NC(C)=O)cc1OC,368.173607248,2.5397000000000007,2.0,4.0,76.66000000000001,8.0,,,,,
COCCNC(=O)/C(=C/c1ccccc1)NC(C)=O,262.131742436,0.926199999999999,2.0,3.0,67.43,6.0,,,,,
CC(=O)N/C(=C/c1ccccc1)C(=O)NCCCO,262.131742436,0.662199999999999,3.0,3.0,78.43,6.0,,,,,
CC(=O)N/C(=C/c1ccccc1Br)C(=O)NC1CCCCCC1,378.09429007600005,3.765100000000003,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccccc1)C(=O)NC1CCCC1,272.15247788,2.2223999999999995,2.0,2.0,58.199999999999996,4.0,,,,,
CC(=O)N/C(=C\c1ccc(F)cc1)C(=O)N(C)C,250.11175594,1.3909,1.0,2.0,49.410000000000004,3.0,,,,,
CC(=O)N(c1ccc(C)cc1)c1nc(CCl)cs1,280.043711716,3.874920000000002,0.0,3.0,33.2,3.0,,,,,
COc1ccc(/C=C\C(=O)Nc2ccc3c(c2)N(C(C)=O)c2ccccc2CC3)cc1OC,442.18925731199994,5.138900000000004,1.0,4.0,67.87,5.0,,,,,
C=CCSc1nnc2c(n1)OC(c1c(C)nn(-c3ccccc3)c1Cl)N(C(C)=O)c1ccccc1-2,504.113522592,5.408320000000004,0.0,8.0,86.03,5.0,,,,,
COc1ccc(C2=NN(C(C)=O)C(c3cc4cccc(C)c4nc3Cl)C2)cc1OC,423.13496924399993,4.911420000000004,0.0,5.0,64.02000000000001,4.0,,,,,
CC(=O)N1N=C(c2ccco2)CC1c1cc2ccc(C)cc2nc1Cl,353.093104432,4.487220000000003,0.0,4.0,58.7,2.0,,,,,
COc1ccc(C2=NN(C(C)=O)C(c3cc4ccc(C)cc4nc3Cl)C2)cc1OC,423.13496924399993,4.911420000000004,0.0,5.0,64.02000000000001,4.0,,,,,
COc1ccc2nc(Cl)c(C3CC(c4ccc(C)cc4)=NN3C(C)=O)cc2c1,393.12440455999996,4.902820000000004,0.0,4.0,54.790000000000006,3.0,,,,,
COc1ccc2nc(Cl)c(C3CC(c4ccc(Cl)cc4)=NN3C(C)=O)cc2c1,413.069782144,5.247800000000003,0.0,4.0,54.790000000000006,3.0,,,,,
COc1ccc(C2=NN(C(C)=O)C(c3cc4cc(C)ccc4nc3Cl)C2)cc1OC,423.13496924399993,4.911420000000004,0.0,5.0,64.02000000000001,4.0,,,,,
COc1ccc2cc(C3CC(c4ccccc4)=NN3C(C)=O)c(Cl)nc2c1,379.10875449599996,4.594400000000004,0.0,4.0,54.790000000000006,3.0,,,,,
COc1ccc2cc(C3CC(c4ccc(C)cc4)=NN3C(C)=O)c(Cl)nc2c1,393.12440455999996,4.902820000000004,0.0,4.0,54.790000000000006,3.0,,,,,
COc1ccc(C2=NN(C(C)=O)C(c3cc4ccc(OC)cc4nc3Cl)C2)cc1,409.11931917999993,4.603000000000004,0.0,5.0,64.02000000000001,4.0,,,,,
COc1ccc2cc(C3CC(c4ccc(OC)c(OC)c4)=NN3C(C)=O)c(Cl)nc2c1,439.1298838639999,4.611600000000005,0.0,6.0,73.25000000000001,5.0,,,,,
CC(=O)N1N=C(c2ccccc2)CC1c1cc2cc3c(cc2nc1Cl)OCO3,393.088019052,4.314500000000003,0.0,5.0,64.02000000000001,2.0,,,,,
CC(=O)N1N=C(c2ccc(C)cc2)CC1c1cc2cc3c(cc2nc1Cl)OCO3,407.103669116,4.622920000000003,0.0,5.0,64.02000000000001,2.0,,,,,
CC(=O)N1N=C(c2ccccc2)CC1c1cc2cc3c(cc2nc1Cl)OCCO3,407.103669116,4.357000000000003,0.0,5.0,64.02000000000001,2.0,,,,,
COc1cc2cc(C3CC(c4ccccc4)=NN3C(C)=O)c(Cl)nc2cc1OC,409.11931917999993,4.603000000000003,0.0,5.0,64.02000000000001,4.0,,,,,
CC(=O)N(c1ccccc1)C1C=CS(=O)(=O)C1,251.061614276,1.3502,0.0,3.0,54.45,2.0,,,,,
CC(=O)N(c1cccc(Cl)c1)C1C=CS(=O)(=O)C1,285.022641924,2.0035999999999996,0.0,3.0,54.45,2.0,,,,,
CC(=O)N(c1ccc(C)cc1)C1C=CS(=O)(=O)C1,265.07726434,1.6586200000000002,0.0,3.0,54.45,2.0,,,,,
CC(=O)N(c1ccc(C)c(Cl)c1)C1C=CS(=O)(=O)C1,299.038291988,2.3120200000000004,0.0,3.0,54.45,2.0,,,,,
CC(=O)N(c1ccc(C)c(C)c1)C1C=CS(=O)(=O)C1,279.092914404,1.9670400000000001,0.0,3.0,54.45,2.0,,,,,
COc1ccc(N(C(C)=O)C2C=CS(=O)(=O)C2)c(OC)c1,311.082743644,1.3674,0.0,5.0,72.91000000000001,4.0,,,,,
COc1ccc(N(C(C)=O)C2C=CS(=O)(=O)C2)cc1,281.07217896000003,1.3588,0.0,4.0,63.68000000000001,3.0,,,,,
CC(=O)N(c1ccc(F)cc1)C1C=CS(=O)(=O)C1,269.052192464,1.4893000000000003,0.0,3.0,54.45,2.0,,,,,
CC(=O)N(c1ccc(Cl)cc1)C1C=CS(=O)(=O)C1,285.022641924,2.0036,0.0,3.0,54.45,2.0,,,,,
CC(=O)N(Cc1nn(C)c2c1CN(Cc1cccnc1F)CC2)c1ccccc1,393.196488608,3.0656000000000017,0.0,5.0,54.260000000000005,5.0,,,,,
CC(=O)N(Cc1ccco1)Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1,463.15657728,4.047000000000003,0.0,6.0,85.41000000000001,9.0,,,,,
COCCn1c(CN(Cc2ccco2)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1Cl,465.11251954799997,3.2985000000000024,0.0,7.0,94.64000000000001,10.0,,,,,
COCCn1c(CN(CC2CCCO2)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1,435.182792028,2.030899999999999,0.0,7.0,90.73,10.0,,,,,
C=CCn1c(CN(CC2CCCO2)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1,417.172227344,2.5705,0.0,6.0,81.5,9.0,,,,,
COCCN(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1)C(C)=O,441.172227344,2.9002000000000008,0.0,6.0,81.5,10.0,,,,,
COCCN(Cc1cnc(S(=O)(=O)Cc2ccc(C)cc2)n1Cc1ccccc1)C(C)=O,455.187877408,3.2086200000000025,0.0,6.0,81.5,10.0,,,,,
COCCN(Cc1cnc(S(=O)(=O)Cc2ccc(F)cc2)n1Cc1ccccc1)C(C)=O,459.162805532,3.0393000000000017,0.0,6.0,81.5,10.0,,,,,
COCCN(Cc1cnc(S(=O)(=O)Cc2ccccc2F)n1CC1CCCO1)C(C)=O,453.17337021599997,2.17,0.0,7.0,90.73,10.0,,,,,
C=CCn1c(CN(CCOC)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1,391.15657728,2.0378999999999996,0.0,6.0,81.5,10.0,,,,,
CC#CC(=O)N1CCC(N(CCN2CCOCC2)C(C)=O)C1,307.18959166,-0.20869999999999833,0.0,4.0,53.09,4.0,,,,,
CC(=O)N(CCN1CCOCC1)Cc1cnc(S(=O)(=O)Cc2ccccc2)n1Cc1ccccc1,496.214426504,2.5860000000000003,0.0,7.0,84.74,10.0,,,,,
CC(=O)N(CCN1CCOCC1)Cc1cnc(S(=O)(=O)Cc2ccccc2C)n1Cc1ccccc1,510.230076568,2.894420000000001,0.0,7.0,84.74,10.0,,,,,
CC(=O)N(CCN1CCOCC1)Cc1cnc(S(=O)(=O)Cc2ccc(F)cc2)n1Cc1ccccc1,514.205004692,2.7251000000000003,0.0,7.0,84.74,10.0,,,,,
COCCn1c(CN(CCN2CCOCC2)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1Cl,498.170368772,1.8374999999999992,0.0,8.0,93.97,11.0,,,,,
C=CCn1c(CN(CCN2CCOCC2)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1,446.19877644,1.7236999999999993,0.0,7.0,84.74,10.0,,,,,
CC(=O)N(CCN1CCOCC1)Cc1cnc(S(=O)(=O)Cc2cccc(C)c2)n1C1CCCCC1,502.261376696,3.351320000000001,0.0,7.0,84.74,9.0,,,,,
C=CCN(Cc1cnc(S(=O)(=O)Cc2ccccc2C)n1Cc1ccccc1)C(C)=O,437.17731272400005,3.7482200000000034,0.0,5.0,72.27000000000001,9.0,,,,,
C=CCN(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1CCOC)C(C)=O,391.15657728,2.0378999999999996,0.0,6.0,81.50000000000001,10.0,,,,,
C=CCN(Cc1cnc(S(=O)(=O)Cc2ccccc2)n1CC=C)C(C)=O,373.14601259600005,2.5775000000000015,0.0,5.0,72.27000000000001,9.0,,,,,
C=CCN(Cc1cnc(S(=O)(=O)Cc2cccc(C)c2)n1C1CCCCC1)C(C)=O,429.20861285200004,4.2051200000000035,0.0,5.0,72.27000000000001,8.0,,,,,
CC(=O)N(Cc1cnc(S(=O)(=O)Cc2ccc(F)cc2)n1CC1CCCO1)CC1CCCO1,479.18902027999997,2.7026000000000003,0.0,7.0,90.73,9.0,,,,,
CC(=O)N(Cc1cnc(S(=O)(=O)Cc2ccccc2C)n1Cc1ccccc1)CC1CC1,451.19296278800005,3.9722200000000036,0.0,5.0,72.27000000000001,9.0,,,,,
CC(=O)N(Cc1cnc(S(=O)(=O)Cc2ccccc2F)n1CC1CCCO1)CC1CC1,449.178455596,2.933600000000001,0.0,6.0,81.50000000000001,9.0,,,,,
COCCn1c(CN(CC2CC2)C(C)=O)cnc1S(=O)(=O)Cc1ccccc1,405.172227344,2.2619,0.0,6.0,81.50000000000001,10.0,,,,,
CC(=O)N1CCc2cc(S(=O)(=O)Nc3cccc(-c4ccc(S(C)(=O)=O)nn4)c3)ccc21,472.0875117399999,2.2569,1.0,7.0,126.39999999999998,5.0,,,,,
COc1ccc(C=O)cc1CSc1nc2sc3c(c2c(=O)n1-c1ccccc1)CCN(C(C)=O)C3,505.11299821599994,4.465200000000003,0.0,8.0,81.50000000000001,6.0,,,,,
C#CCn1c(=O)n(-c2cccc(Cl)c2C)c(=O)c2c3c(sc21)CN(C(C)=O)CC3,427.07574011599996,2.713520000000001,0.0,6.0,64.31,2.0,,,,,
COc1ccc(C=O)cc1CSc1nc2sc3c(c2c(=O)n1Cc1ccco1)CCN(C(C)=O)C3,509.1079128359999,4.117300000000003,0.0,9.0,94.64,7.0,,,,,
COc1ccc(C=O)cc1CSc1nc2sc3c(c2c(=O)n1Cc1ccccc1)CCN(C(C)=O)C3,519.1286482799999,4.524300000000004,0.0,8.0,81.50000000000001,7.0,,,,,
CC(=O)N1CCc2c(sc(NC(=O)/C=C/c3cccs3)c2-c2nc3ccccc3s2)C1,465.06393984799996,5.642800000000004,1.0,6.0,62.300000000000004,4.0,,,,,
CC(=O)N1CCc2c(sc(NC(=O)/C=C/c3ccccc3)c2-c2nc3ccccc3s2)C1,459.10751891199993,5.581300000000004,1.0,5.0,62.300000000000004,4.0,,,,,
CC(=O)N1CCc2c(sc(NC(=O)/C=C/c3ccccc3Cl)c2-c2nc3ccccc3s2)C1,493.0685465599999,6.234700000000005,1.0,5.0,62.300000000000004,4.0,,,,,
CC(=O)N1CCN(c2oc(/C=C/c3cccs3)nc2C#N)CC1,328.09939675199996,2.4466800000000006,0.0,6.0,73.37,3.0,,,,,
CC(=O)N1CCN(c2oc(/C=C/c3ccccc3)nc2C#N)CC1,322.142975816,2.385180000000001,0.0,5.0,73.37,3.0,,,,,
CC(=O)N1CCN(c2oc(/C=C/c3ccc(C)cc3)nc2C#N)CC1,336.15862588,2.693600000000001,0.0,5.0,73.37,3.0,,,,,
COc1cccc(/C=C/c2nc(C#N)c(N3CCN(C(C)=O)CC3)o2)c1,352.15354049999996,2.3937800000000005,0.0,6.0,82.60000000000001,4.0,,,,,
CC(=O)N1CCN(c2oc(/C=C/c3ccccc3Cl)nc2C#N)CC1,356.104003464,3.0385800000000014,0.0,5.0,73.37,3.0,,,,,
COc1ccc(/C=C/c2nc(C#N)c(N3CCN(C(C)=O)CC3)o2)cc1,352.15354049999996,2.3937800000000005,0.0,6.0,82.60000000000001,4.0,,,,,
CC(=O)N1CCN(c2oc(/C=C/c3ccc(F)cc3)nc2C#N)CC1,340.133554004,2.524280000000001,0.0,5.0,73.37,3.0,,,,,
CC(=O)N1CCN(c2oc(/C=C/c3ccc(Cl)cc3)nc2C#N)CC1,356.104003464,3.0385800000000014,0.0,5.0,73.37,3.0,,,,,
COc1ccc(/C=C/c2nc(C#N)c(N3CCN(C(C)=O)CC3)o2)cc1OC,382.16410518399994,2.402380000000001,0.0,7.0,91.83000000000001,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(COc4ccccc4)o3)nc2C#N)CC1,392.14845511999994,3.0537800000000015,0.0,7.0,95.74,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(COc4ccc(C)cc4)o3)nc2C#N)CC1,406.16410518399994,3.3622000000000023,0.0,7.0,95.74,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(COc4ccc5ccccc5c4)o3)nc2C#N)CC1,442.16410518399994,4.206980000000003,0.0,7.0,95.74,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(COc4cccc(C)c4)o3)nc2C#N)CC1,406.16410518399994,3.3622000000000023,0.0,7.0,95.74,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(COc4ccc(C)c(C)c4)o3)nc2C#N)CC1,420.17975524799994,3.670620000000002,0.0,7.0,95.74,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(COc4ccccc4C)o3)nc2C#N)CC1,406.16410518399994,3.3622000000000023,0.0,7.0,95.74000000000001,5.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccs3)nc2S(=O)(=O)c2ccccc2)CC1,417.081698088,2.9044000000000016,0.0,7.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccs3)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,451.04272573599997,3.557800000000002,0.0,7.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccco3)nc2S(=O)(=O)c2ccccc2)CC1,401.104541708,2.4359,0.0,7.0,96.86000000000001,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccco3)nc2S(=O)(=O)c2ccc(C)cc2)CC1,415.120191772,2.744320000000001,0.0,7.0,96.86000000000001,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccco3)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,435.06556935599997,3.0893000000000015,0.0,7.0,96.86000000000001,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccccc3)nc2S(=O)(=O)c2ccccc2)CC1,411.125277152,2.842900000000001,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccccc3)nc2S(=O)(=O)c2ccc(C)cc2)CC1,425.140927216,3.151320000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccccc3)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,445.0863048,3.4963000000000024,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccc(Cl)c3)nc2S(=O)(=O)c2ccc(C)cc2)CC1,459.101954864,3.8047200000000023,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccc(Cl)c3)nc2S(=O)(=O)c2ccc(F)cc2)CC1,463.076882988,3.6354000000000024,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(C)cc3)nc2S(=O)(=O)c2ccccc2)CC1,425.140927216,3.151320000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(C)cc3)nc2S(=O)(=O)c2ccc(C)cc2)CC1,439.15657728,3.459740000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(C)cc3)nc2S(=O)(=O)c2ccc(F)cc2)CC1,443.131505404,3.290420000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccc(C)cc3)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,459.101954864,3.8047200000000023,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccc(C)c3)nc2S(=O)(=O)c2ccccc2)CC1,425.140927216,3.151320000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccc(C)c3)nc2S(=O)(=O)c2ccc(C)cc2)CC1,439.15657728,3.459740000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccc(C)c3)nc2S(=O)(=O)c2ccc(F)cc2)CC1,443.131505404,3.290420000000002,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3cccc(C)c3)nc2S(=O)(=O)c2ccc(Cl)cc2)CC1,459.101954864,3.8047200000000023,0.0,6.0,83.72,4.0,,,,,
CC(=O)N1CCN(c2oc(-c3ccccc3C)nc2S(=O)(=O)c2ccccc2)CC1,425.140927216,3.151320000000002,0.0,6.0,83.72,4.0,,,,,
